ClientName,OwnerRepo,CommitSha,LibraryOld,LibraryNew,Match Results,Time,GitHubRepo,NumberOfMatchedMethods,Number of Times the Library is Used in the Client
spring-boot-starter-dubbo-1.3.6.RELEASE,linking12/spring-boot-starter-dubbo,5a31fa50c570f4979b4766dfe4f7a53e3500fa77,dubbo-2.5.3,dubbo-2.6.12,github.com/vinayaksh42/UncheckedException/tree/main/Match/dubbo-2.5.3#dubbo-2.6.12#spring-boot-starter-dubbo-1.3.6.RELEASE.json,2025-08-15 01:03:12.571030,github.com/linking12/spring-boot-starter-dubbo,0,4
html2image-2.0-SNAPSHOT,hkirk/java-html2image,18f8635ea873031234deb20b8582d9b5404d7397,nekohtml-1.9.14,nekohtml-1.9.22,github.com/vinayaksh42/UncheckedException/tree/main/Match/nekohtml-1.9.14#nekohtml-1.9.22#html2image-2.0-SNAPSHOT.json,2025-08-15 01:03:26.318765,github.com/hkirk/java-html2image,0,1
html2image-2.0-SNAPSHOT,hkirk/java-html2image,18f8635ea873031234deb20b8582d9b5404d7397,xml-apis-1.3.04,xml-apis-1.4.01,github.com/vinayaksh42/UncheckedException/tree/main/Match/xml-apis-1.3.04#xml-apis-1.4.01#html2image-2.0-SNAPSHOT.json,2025-08-15 01:03:27.760999,github.com/hkirk/java-html2image,0,10
html2image-2.0-SNAPSHOT,hkirk/java-html2image,18f8635ea873031234deb20b8582d9b5404d7397,xercesImpl-2.9.1,xercesImpl-2.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/xercesImpl-2.9.1#xercesImpl-2.11.0#html2image-2.0-SNAPSHOT.json,2025-08-15 01:04:03.326848,github.com/hkirk/java-html2image,3,5
html2image-2.0-SNAPSHOT,hkirk/java-html2image,18f8635ea873031234deb20b8582d9b5404d7397,commons-lang-2.5,commons-lang-2.6,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang-2.5#commons-lang-2.6#html2image-2.0-SNAPSHOT.json,2025-08-15 01:04:04.903024,github.com/hkirk/java-html2image,0,1
cryptolite-2.0.0-SNAPSHOT,davidcarboni/cryptolite-java,38fbfef96aa312bc646b4a288cf71287576dcfda,commons-codec-1.11,commons-codec-1.19.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-codec-1.11#commons-codec-1.19.0#cryptolite-2.0.0-SNAPSHOT.json,2025-08-15 01:08:47.569464,github.com/davidcarboni/cryptolite-java,3,5
MapReduceIndiaWeather-1.0,aurbroszniowski/mapreduce_1,adbd57567a0205d940e6d406993815b3d8ade028,hadoop-common-0.22.0,hadoop-common-3.4.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/hadoop-common-0.22.0#hadoop-common-3.4.1#MapReduceIndiaWeather-1.0.json,2025-08-15 01:09:33.679987,github.com/aurbroszniowski/mapreduce_1,0,12
casanova-1.0-SNAPSHOT,ru/casanova,31076f8798366f3f600a277d89d3a9d9fb9548f2,clojure-1.1.0,clojure-1.12.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/clojure-1.1.0#clojure-1.12.1#casanova-1.0-SNAPSHOT.json,2025-08-15 01:14:27.159887,github.com/ru/casanova,0,822
storm-rabbitmq-1.1.0-SNAPSHOT,ppat/storm-rabbitmq,31497247a096469214f3dfaa4cd47360c65ab039,storm-core-1.0.2,storm-core-2.8.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/storm-core-1.0.2#storm-core-2.8.2#storm-rabbitmq-1.1.0-SNAPSHOT.json,2025-08-15 01:15:35.080147,github.com/ppat/storm-rabbitmq,0,28
storm-rabbitmq-1.1.0-SNAPSHOT,ppat/storm-rabbitmq,31497247a096469214f3dfaa4cd47360c65ab039,amqp-client-4.0.0,amqp-client-5.26.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/amqp-client-4.0.0#amqp-client-5.26.0#storm-rabbitmq-1.1.0-SNAPSHOT.json,2025-08-15 01:15:44.660441,github.com/ppat/storm-rabbitmq,0,74
activemq-monitor-1.0,hubefonseca/activemq-monitor,44d7c4ef3bca6a8e1f6b86d1f7ed0ac45889573c,log4j-1.2.15,log4j-1.2.17,github.com/vinayaksh42/UncheckedException/tree/main/Match/log4j-1.2.15#log4j-1.2.17#activemq-monitor-1.0.json,2025-08-15 01:40:16.496479,github.com/hubefonseca/activemq-monitor,6,6
java-plist-1.1-SNAPSHOT,maciejwalkowiak/java-plist-serializer,3e28a45d71daaf088028912d2d6662aba61eca30,commons-codec-1.8,commons-codec-1.19.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-codec-1.8#commons-codec-1.19.0#java-plist-1.1-SNAPSHOT.json,2025-08-15 01:52:49.095750,github.com/maciejwalkowiak/java-plist-serializer,1,1
java-plist-1.1-SNAPSHOT,maciejwalkowiak/java-plist-serializer,3e28a45d71daaf088028912d2d6662aba61eca30,javax.servlet-api-3.0.1,javax.servlet-api-4.0.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/javax.servlet-api-3.0.1#javax.servlet-api-4.0.1#java-plist-1.1-SNAPSHOT.json,2025-08-15 01:52:50.138443,github.com/maciejwalkowiak/java-plist-serializer,0,3
java-plist-1.1-SNAPSHOT,maciejwalkowiak/java-plist-serializer,3e28a45d71daaf088028912d2d6662aba61eca30,commons-lang3-3.1,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.1#commons-lang3-3.18.0#java-plist-1.1-SNAPSHOT.json,2025-08-15 01:53:03.188660,github.com/maciejwalkowiak/java-plist-serializer,1,1
money-transfer-1.0.0-SNAPSHOT,parths049/money-transfer,37bbef3341d588a9ba7a2fbe43f1abf0ecaaf282,jetty-servlet-9.2.3.v20140905,jetty-servlet-11.0.25,github.com/vinayaksh42/UncheckedException/tree/main/Match/jetty-servlet-9.2.3.v20140905#jetty-servlet-11.0.25#money-transfer-1.0.0-SNAPSHOT.json,2025-08-15 02:04:14.636310,github.com/parths049/money-transfer,1,2
money-transfer-1.0.0-SNAPSHOT,parths049/money-transfer,37bbef3341d588a9ba7a2fbe43f1abf0ecaaf282,jetty-server-9.4.41.v20210516,jetty-server-12.1.0.beta3,github.com/vinayaksh42/UncheckedException/tree/main/Match/jetty-server-9.4.41.v20210516#jetty-server-12.1.0.beta3#money-transfer-1.0.0-SNAPSHOT.json,2025-08-15 02:04:21.655183,github.com/parths049/money-transfer,1,2
money-transfer-1.0.0-SNAPSHOT,parths049/money-transfer,37bbef3341d588a9ba7a2fbe43f1abf0ecaaf282,h2-2.1.210,h2-2.3.232,github.com/vinayaksh42/UncheckedException/tree/main/Match/h2-2.1.210#h2-2.3.232#money-transfer-1.0.0-SNAPSHOT.json,2025-08-15 02:04:25.500920,github.com/parths049/money-transfer,0,1
money-transfer-1.0.0-SNAPSHOT,parths049/money-transfer,37bbef3341d588a9ba7a2fbe43f1abf0ecaaf282,commons-dbutils-1.6,commons-dbutils-1.8.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-dbutils-1.6#commons-dbutils-1.8.1#money-transfer-1.0.0-SNAPSHOT.json,2025-08-15 02:04:31.610298,github.com/parths049/money-transfer,0,53
sonar-activedirectory-plugin-1.1-SNAPSHOT,SonarQubeCommunity/sonar-activedirectory,5e961e10fb45a51295f05524f264f9275db0cc4e,waffle-jna-1.8.0,waffle-jna-1.8.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/waffle-jna-1.8.0#waffle-jna-1.8.1#sonar-activedirectory-plugin-1.1-SNAPSHOT.json,2025-08-15 02:08:29.912467,github.com/SonarQubeCommunity/sonar-activedirectory,0,26
sonar-activedirectory-plugin-1.1-SNAPSHOT,SonarQubeCommunity/sonar-activedirectory,5e961e10fb45a51295f05524f264f9275db0cc4e,sonar-plugin-api-5.6,sonar-plugin-api-9.4.0.54424,github.com/vinayaksh42/UncheckedException/tree/main/Match/sonar-plugin-api-5.6#sonar-plugin-api-9.4.0.54424#sonar-activedirectory-plugin-1.1-SNAPSHOT.json,2025-08-15 02:10:25.788364,github.com/SonarQubeCommunity/sonar-activedirectory,0,72
JSONUtil-1.10.4,billdavidson/JSONUtil,f833a1bd7e63df30aae70984539378fdb0ee4263,commons-logging-1.2,commons-logging-1.3.5,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-logging-1.2#commons-logging-1.3.5#JSONUtil-1.10.4.json,2025-08-15 02:11:17.048950,github.com/billdavidson/JSONUtil,0,27
rojo-1.1.0,giulio/rojo,8b6d1a83de1ffd39a075b50ccd741b5983100a45,jedis-2.9.0,jedis-6.1.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/jedis-2.9.0#jedis-6.1.0#rojo-1.1.0.json,2025-08-15 02:14:22.634489,github.com/giulio/rojo,2,32
asyncload-1.0.1-SNAPSHOT,alibaba/asyncload,9891e7086bff81ebdd4991435d21b549e48e874d,aspectjrt-1.8.10,aspectjrt-1.9.24,github.com/vinayaksh42/UncheckedException/tree/main/Match/aspectjrt-1.8.10#aspectjrt-1.9.24#asyncload-1.0.1-SNAPSHOT.json,2025-08-15 02:14:47.781338,github.com/alibaba/asyncload,0,9
spark-intercooler-1.0-SNAPSHOT,tipsy/spark-intercooler,328c8e3751eb1bfe385c78729c439079f31b3ec0,spark-core-2.5,spark-core-2.9.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/spark-core-2.5#spark-core-2.9.4#spark-intercooler-1.0-SNAPSHOT.json,2025-08-15 02:25:15.759974,github.com/tipsy/spark-intercooler,2,45
spark-intercooler-1.0-SNAPSHOT,tipsy/spark-intercooler,328c8e3751eb1bfe385c78729c439079f31b3ec0,spark-template-velocity-2.3,spark-template-velocity-2.7.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/spark-template-velocity-2.3#spark-template-velocity-2.7.1#spark-intercooler-1.0-SNAPSHOT.json,2025-08-15 02:25:21.459569,github.com/tipsy/spark-intercooler,0,4
copy-rename-maven-plugin-1.1-SNAPSHOT,coderplus/copy-rename-maven-plugin,9dbd14601a3cb8768d51a51ad80aa6d566bd0095,plexus-utils-1.5.8,plexus-utils-4.0.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/plexus-utils-1.5.8#plexus-utils-4.0.2#copy-rename-maven-plugin-1.1-SNAPSHOT.json,2025-08-15 02:36:50.945885,github.com/coderplus/copy-rename-maven-plugin,0,3
codes.brewing.flinkexamples-1.0-SNAPSHOT,mushketyk/flink-examples,86623ca3cd840f1e53265e5693909d4fdfe50733,jackson-databind-2.1.1,jackson-databind-2.7.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/jackson-databind-2.1.1#jackson-databind-2.7.4#codes.brewing.flinkexamples-1.0-SNAPSHOT.json,2025-08-15 02:48:07.517063,github.com/mushketyk/flink-examples,7,24
codes.brewing.flinkexamples-1.0-SNAPSHOT,mushketyk/flink-examples,86623ca3cd840f1e53265e5693909d4fdfe50733,commons-logging-1.1.1,commons-logging-1.1.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-logging-1.1.1#commons-logging-1.1.3#codes.brewing.flinkexamples-1.0-SNAPSHOT.json,2025-08-15 02:48:25.240517,github.com/mushketyk/flink-examples,436,3479
codes.brewing.flinkexamples-1.0-SNAPSHOT,mushketyk/flink-examples,86623ca3cd840f1e53265e5693909d4fdfe50733,commons-codec-1.3,commons-codec-1.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-codec-1.3#commons-codec-1.4#codes.brewing.flinkexamples-1.0-SNAPSHOT.json,2025-08-15 02:48:45.121275,github.com/mushketyk/flink-examples,38,47
codes.brewing.flinkexamples-1.0-SNAPSHOT,mushketyk/flink-examples,86623ca3cd840f1e53265e5693909d4fdfe50733,jackson-core-2.1.1,jackson-core-2.7.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/jackson-core-2.1.1#jackson-core-2.7.4#codes.brewing.flinkexamples-1.0-SNAPSHOT.json,2025-08-15 02:48:56.314011,github.com/mushketyk/flink-examples,9,32
rehttp,yegor256/rehttp,c8dcb399f708d4cb85961cd036b0b0bceecf4718,aws-java-sdk-dynamodb-1.12.649,aws-java-sdk-dynamodb-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-dynamodb-1.12.649#aws-java-sdk-dynamodb-1.12.788#rehttp.json,2025-08-15 02:50:41.318036,github.com/yegor256/rehttp,0,62
rehttp,yegor256/rehttp,c8dcb399f708d4cb85961cd036b0b0bceecf4718,jcabi-manifests-1.2.1,jcabi-manifests-2.1.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/jcabi-manifests-1.2.1#jcabi-manifests-2.1.0#rehttp.json,2025-08-15 02:50:55.769008,github.com/yegor256/rehttp,0,8
rehttp,yegor256/rehttp,c8dcb399f708d4cb85961cd036b0b0bceecf4718,jcabi-xml-0.30.1,jcabi-xml-0.35.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/jcabi-xml-0.30.1#jcabi-xml-0.35.0#rehttp.json,2025-08-15 02:51:02.807104,github.com/yegor256/rehttp,0,4
rehttp,yegor256/rehttp,c8dcb399f708d4cb85961cd036b0b0bceecf4718,cactoos-0.56.1,cactoos-0.57.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/cactoos-0.56.1#cactoos-0.57.0#rehttp.json,2025-08-15 02:51:08.226303,github.com/yegor256/rehttp,0,33
rehttp,yegor256/rehttp,c8dcb399f708d4cb85961cd036b0b0bceecf4718,xembly-0.31.1,xembly-0.32.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/xembly-0.31.1#xembly-0.32.2#rehttp.json,2025-08-15 02:51:22.378929,github.com/yegor256/rehttp,36,61
rehttp,yegor256/rehttp,c8dcb399f708d4cb85961cd036b0b0bceecf4718,sentry-7.10.0,sentry-8.19.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/sentry-7.10.0#sentry-8.19.1#rehttp.json,2025-08-15 02:51:26.131309,github.com/yegor256/rehttp,0,2
complex-1.0-SNAPSHOT,langmi/spring-batch-examples-complex,12f6f70ae4ab5b016555e64b9aa12a7d11e212d7,commons-io-2.1,commons-io-2.20.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-io-2.1#commons-io-2.20.0#complex-1.0-SNAPSHOT.json,2025-08-15 03:04:21.012043,github.com/langmi/spring-batch-examples-complex,1,1
surus-0.1.4,Netflix/Surus,05659af43697f6dae5743fd0a1931c210757e1e7,pig-0.14.0,pig-0.17.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/pig-0.14.0#pig-0.17.0#surus-0.1.4.json,2025-08-15 03:05:30.655989,github.com/Netflix/Surus,0,82
surus-0.1.4,Netflix/Surus,05659af43697f6dae5743fd0a1931c210757e1e7,hadoop-core-1.0.3,hadoop-core-1.2.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/hadoop-core-1.0.3#hadoop-core-1.2.1#surus-0.1.4.json,2025-08-15 03:05:36.101390,github.com/Netflix/Surus,0,4
buspass-ws-1.0.0-SNAPSHOT,gratiartis/buspass-ws,cd71ac0985c514df44eae2c9b1c184f3950e3db4,spring-boot-1.2.1.RELEASE,spring-boot-1.3.8.RELEASE,github.com/vinayaksh42/UncheckedException/tree/main/Match/spring-boot-1.2.1.RELEASE#spring-boot-1.3.8.RELEASE#buspass-ws-1.0.0-SNAPSHOT.json,2025-08-15 03:19:49.588163,github.com/gratiartis/buspass-ws,1,1
buspass-ws-1.0.0-SNAPSHOT,gratiartis/buspass-ws,cd71ac0985c514df44eae2c9b1c184f3950e3db4,slf4j-api-1.7.8,slf4j-api-1.7.21,github.com/vinayaksh42/UncheckedException/tree/main/Match/slf4j-api-1.7.8#slf4j-api-1.7.21#buspass-ws-1.0.0-SNAPSHOT.json,2025-08-15 03:19:56.241766,github.com/gratiartis/buspass-ws,0,6
neo4j-import-2.2.0,jexp/neo4j-rdbms-import,,schemacrawler-12.04.02,schemacrawler-16.26.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/schemacrawler-12.04.02#schemacrawler-16.26.3#neo4j-import-2.2.0.json,2025-08-15 03:23:19.264368,github.com/jexp/neo4j-rdbms-import,0,19
neo4j-import-2.2.0,jexp/neo4j-rdbms-import,,commons-io-2.4,commons-io-2.20.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-io-2.4#commons-io-2.20.0#neo4j-import-2.2.0.json,2025-08-15 03:23:26.638267,github.com/jexp/neo4j-rdbms-import,0,1
api-2.0.2,blockchain/api-v1-client-java,de2aeff5f5c23bf60db6f9e693992c56ad7084f9,okhttp-2.6.0,okhttp-2.7.5,github.com/vinayaksh42/UncheckedException/tree/main/Match/okhttp-2.6.0#okhttp-2.7.5#api-2.0.2.json,2025-08-15 03:25:14.172375,github.com/blockchain/api-v1-client-java,3,31
api-2.0.2,blockchain/api-v1-client-java,de2aeff5f5c23bf60db6f9e693992c56ad7084f9,commons-lang3-3.4,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.4#commons-lang3-3.18.0#api-2.0.2.json,2025-08-15 03:25:16.385681,github.com/blockchain/api-v1-client-java,0,3
api-2.0.2,blockchain/api-v1-client-java,de2aeff5f5c23bf60db6f9e693992c56ad7084f9,gson-2.3,gson-2.13.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/gson-2.3#gson-2.13.1#api-2.0.2.json,2025-08-15 03:25:33.345339,github.com/blockchain/api-v1-client-java,209,453
netty-server-test-1.0-SNAPSHOT,harshpokharna/Netty-Chat-Server-Demo,,log4j-api-2.6,log4j-api-2.24.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/log4j-api-2.6#log4j-api-2.24.1#netty-server-test-1.0-SNAPSHOT.json,2025-08-15 03:26:12.952116,github.com/harshpokharna/Netty-Chat-Server-Demo,0,25
netty-server-test-1.0-SNAPSHOT,harshpokharna/Netty-Chat-Server-Demo,,netty-all-4.1.0.Final,netty-all-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-all-4.1.0.Final#netty-all-5.0.0.Alpha2#netty-server-test-1.0-SNAPSHOT.json,2025-08-15 03:31:45.865504,github.com/harshpokharna/Netty-Chat-Server-Demo,3,53
sdk-examples-1.0,codota/codota-sdk-samples,0d601dea20e5fa86e319eaa2a54ebae802a9b48a,codota-sdk-java-1.0.10,codota-sdk-java-1.0.11,github.com/vinayaksh42/UncheckedException/tree/main/Match/codota-sdk-java-1.0.10#codota-sdk-java-1.0.11#sdk-examples-1.0.json,2025-08-15 03:58:59.142465,github.com/codota/codota-sdk-samples,0,53
jmeter-poc-1.0-SNAPSHOT,piotrbo/jmeterpoc,9603c04239b5bdfc715568da66bca53ec6c03c0a,ApacheJMeter_http-3.1,ApacheJMeter_http-5.6.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/ApacheJMeter_http-3.1#ApacheJMeter_http-5.6.3#jmeter-poc-1.0-SNAPSHOT.json,2025-08-15 04:00:19.729122,github.com/piotrbo/jmeterpoc,0,1
shadowsocks-netty-server-0.0.1,ksfzhaohui/shadowsocks-netty-server,9d2489be6d9bb7e63fad080ee1ba3d6b19d387ce,netty-all-4.1.5.Final,netty-all-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-all-4.1.5.Final#netty-all-5.0.0.Alpha2#shadowsocks-netty-server-0.0.1.json,2025-08-15 04:10:49.170684,github.com/ksfzhaohui/shadowsocks-netty-server,2,58
shadowsocks-netty-server-0.0.1,ksfzhaohui/shadowsocks-netty-server,9d2489be6d9bb7e63fad080ee1ba3d6b19d387ce,bcprov-jdk15on-1.52,bcprov-jdk15on-1.70,github.com/vinayaksh42/UncheckedException/tree/main/Match/bcprov-jdk15on-1.52#bcprov-jdk15on-1.70#shadowsocks-netty-server-0.0.1.json,2025-08-15 04:11:16.857491,github.com/ksfzhaohui/shadowsocks-netty-server,19,27
shadowsocks-netty-server-0.0.1,ksfzhaohui/shadowsocks-netty-server,9d2489be6d9bb7e63fad080ee1ba3d6b19d387ce,slf4j-api-1.7.21,slf4j-api-1.7.36,github.com/vinayaksh42/UncheckedException/tree/main/Match/slf4j-api-1.7.21#slf4j-api-1.7.36#shadowsocks-netty-server-0.0.1.json,2025-08-15 04:11:18.183285,github.com/ksfzhaohui/shadowsocks-netty-server,0,30
lyrebird-java-client-1.1.6,Meituan-Dianping/lyrebird-java-client,b7ae5e347e88db89396dd3286a572f20f7a19dbf,socket.io-client-1.0.0,socket.io-client-2.1.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/socket.io-client-1.0.0#socket.io-client-2.1.2#lyrebird-java-client-1.1.6.json,2025-08-15 04:13:15.454366,github.com/Meituan-Dianping/lyrebird-java-client,1,2
lyrebird-java-client-1.1.6,Meituan-Dianping/lyrebird-java-client,b7ae5e347e88db89396dd3286a572f20f7a19dbf,json-path-2.3.0,json-path-2.9.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/json-path-2.3.0#json-path-2.9.0#lyrebird-java-client-1.1.6.json,2025-08-15 04:13:24.814283,github.com/Meituan-Dianping/lyrebird-java-client,3,3
lyrebird-java-client-1.1.6,Meituan-Dianping/lyrebird-java-client,b7ae5e347e88db89396dd3286a572f20f7a19dbf,converter-jackson-2.5.0,converter-jackson-3.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/converter-jackson-2.5.0#converter-jackson-3.0.0#lyrebird-java-client-1.1.6.json,2025-08-15 04:13:30.313842,github.com/Meituan-Dianping/lyrebird-java-client,1,1
lyrebird-java-client-1.1.6,Meituan-Dianping/lyrebird-java-client,b7ae5e347e88db89396dd3286a572f20f7a19dbf,junit-4.12,junit-4.13.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/junit-4.12#junit-4.13.2#lyrebird-java-client-1.1.6.json,2025-08-15 04:13:45.845918,github.com/Meituan-Dianping/lyrebird-java-client,1,4
lyrebird-java-client-1.1.6,Meituan-Dianping/lyrebird-java-client,b7ae5e347e88db89396dd3286a572f20f7a19dbf,jackson-databind-2.9.4,jackson-databind-2.19.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/jackson-databind-2.9.4#jackson-databind-2.19.0#lyrebird-java-client-1.1.6.json,2025-08-15 04:13:53.106370,github.com/Meituan-Dianping/lyrebird-java-client,1,2
dynamic-rules-1.0-SNAPSHOT,claudemamo/dynamic-drools-rules,44fd511b0dee6543e36c9779fce3fb47e60e1c69,drools-templates-6.2.0.Final,drools-templates-10.1.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/drools-templates-6.2.0.Final#drools-templates-10.1.0#dynamic-rules-1.0-SNAPSHOT.json,2025-08-15 04:24:45.007640,github.com/claudemamo/dynamic-drools-rules,1,2
dynamic-rules-1.0-SNAPSHOT,claudemamo/dynamic-drools-rules,44fd511b0dee6543e36c9779fce3fb47e60e1c69,kie-api-6.2.0.Final,kie-api-10.1.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/kie-api-6.2.0.Final#kie-api-10.1.0#dynamic-rules-1.0-SNAPSHOT.json,2025-08-15 04:24:46.130375,github.com/claudemamo/dynamic-drools-rules,0,12
lightwebserver-1.0-SNAPSHOT,liujunlingx/LightWebServer,58df31c56a39eba4eeb9a56925e8706b77338402,commons-io-2.5,commons-io-2.20.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-io-2.5#commons-io-2.20.0#lightwebserver-1.0-SNAPSHOT.json,2025-08-15 04:25:54.286019,github.com/liujunlingx/LightWebServer,0,1
lightwebserver-1.0-SNAPSHOT,liujunlingx/LightWebServer,58df31c56a39eba4eeb9a56925e8706b77338402,reflections-0.9.11,reflections-0.10.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/reflections-0.9.11#reflections-0.10.2#lightwebserver-1.0-SNAPSHOT.json,2025-08-15 04:25:58.006341,github.com/liujunlingx/LightWebServer,0,2
lightwebserver-1.0-SNAPSHOT,liujunlingx/LightWebServer,58df31c56a39eba4eeb9a56925e8706b77338402,commons-collections4-4.1,commons-collections4-4.5.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-collections4-4.1#commons-collections4-4.5.0#lightwebserver-1.0-SNAPSHOT.json,2025-08-15 04:26:05.979358,github.com/liujunlingx/LightWebServer,0,6
lightwebserver-1.0-SNAPSHOT,liujunlingx/LightWebServer,58df31c56a39eba4eeb9a56925e8706b77338402,commons-lang3-3.4,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.4#commons-lang3-3.18.0#lightwebserver-1.0-SNAPSHOT.json,2025-08-15 04:26:08.443147,github.com/liujunlingx/LightWebServer,0,7
lightwebserver-1.0-SNAPSHOT,liujunlingx/LightWebServer,58df31c56a39eba4eeb9a56925e8706b77338402,fastjson-1.2.31,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-1.2.31#fastjson-2.0.58#lightwebserver-1.0-SNAPSHOT.json,2025-08-15 04:26:14.498714,github.com/liujunlingx/LightWebServer,0,1
cpp-to-java-source-converter-0.1-SNAPSHOT,danfickle/cpp-to-java-source-converter,d655f01864eacc941da13658a987c0e84f534271,joor-0.9.3,joor-0.9.15,github.com/vinayaksh42/UncheckedException/tree/main/Match/joor-0.9.3#joor-0.9.15#cpp-to-java-source-converter-0.1-SNAPSHOT.json,2025-08-15 04:27:36.658216,github.com/danfickle/cpp-to-java-source-converter,0,18
gossip-0.0.1-SNAPSHOT,dongjinyong/Gossip,b5c0866ab51b91e8592dfcd8e0c87d18b12c70d0,log4j-1.2.16,log4j-1.2.17,github.com/vinayaksh42/UncheckedException/tree/main/Match/log4j-1.2.16#log4j-1.2.17#gossip-0.0.1-SNAPSHOT.json,2025-08-15 04:31:51.647397,github.com/dongjinyong/Gossip,1,1
gossip-0.0.1-SNAPSHOT,dongjinyong/Gossip,b5c0866ab51b91e8592dfcd8e0c87d18b12c70d0,commons-lang-2.1,commons-lang-2.6,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang-2.1#commons-lang-2.6#gossip-0.0.1-SNAPSHOT.json,2025-08-15 04:31:53.059970,github.com/dongjinyong/Gossip,0,1
benchmark-thrift-0.0.1,didi/benchmark-thrift,e6a6caf235f4ef81d3b1ccb20b812840f27a9c44,jcommander-1.78,jcommander-1.82,github.com/vinayaksh42/UncheckedException/tree/main/Match/jcommander-1.78#jcommander-1.82#benchmark-thrift-0.0.1.json,2025-08-15 04:48:20.549437,github.com/didi/benchmark-thrift,1,4
benchmark-thrift-0.0.1,didi/benchmark-thrift,e6a6caf235f4ef81d3b1ccb20b812840f27a9c44,fastjson-1.2.58,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-1.2.58#fastjson-2.0.58#benchmark-thrift-0.0.1.json,2025-08-15 04:50:56.979393,github.com/didi/benchmark-thrift,0,11
benchmark-thrift-0.0.1,didi/benchmark-thrift,e6a6caf235f4ef81d3b1ccb20b812840f27a9c44,libthrift-0.11.0,libthrift-0.22.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/libthrift-0.11.0#libthrift-0.22.0#benchmark-thrift-0.0.1.json,2025-08-15 04:51:00.396991,github.com/didi/benchmark-thrift,0,31
benchmark-thrift-0.0.1,didi/benchmark-thrift,e6a6caf235f4ef81d3b1ccb20b812840f27a9c44,slf4j-api-1.7.25,slf4j-api-1.7.36,github.com/vinayaksh42/UncheckedException/tree/main/Match/slf4j-api-1.7.25#slf4j-api-1.7.36#benchmark-thrift-0.0.1.json,2025-08-15 04:51:02.720801,github.com/didi/benchmark-thrift,0,19
v20-3.0.25,oanda/v20-java,833f6a075a36ee262ad952292365f3fecd730d7c,httpclient-4.5.3,httpclient-4.5.14,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpclient-4.5.3#httpclient-4.5.14#v20-3.0.25.json,2025-08-15 04:51:24.314045,github.com/oanda/v20-java,0,13
